Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,Avg Vehicle Turnaround Time,Avg Customer Turnaround Time,Cancelled Rides by Customer,Reason for cancelling by Customer,Cancelled Rides by Driver,Driver Cancellation Reason,Incomplete Rides,Incomplete Rides Reason,Booking Value,Ride Distance,Driver Ratings,Customer Rating,Payment Method
2024-03-21 00:00:00,20:30:17,"""CNR9779407""",Completed,"""CID9017905""",Bike,Huda City Centre,Saket,14.2,35,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,234,21.61,4.9,5,Cash
2024-12-06 00:00:00,22:19:58,"""CNR7499719""",Incomplete,"""CID7731156""",Go Mini,Shastri Park,Raj Nagar Extension,8.8,20.8,0,Driver asked to cancel,0,More than permitted people in there,1,Customer Demand,483,3.88,4.22464455,4.404739336,Uber Wallet
2024-04-01 00:00:00,17:51:08,"""CNR1119582""",Completed,"""CID5402994""",Premier Sedan,Azadpur,Janakpuri,5.3,21.1,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,203,14.94,3.8,5,UPI
2024-11-30 00:00:00,20:25:20,"""CNR8016519""",Completed,"""CID6857817""",Go Mini,Satguru Ram Singh Marg,Govindpuri,5.2,18.7,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,1117,7.03,3.7,4.7,UPI
2024-07-19 00:00:00,01:06:04,"""CNR9644415""",Completed,"""CID5577509""",Go Sedan,Ashok Park Main,South Extension,2.3,16.5,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,394,37.69,4.9,4.4,Cash
2024-08-14 00:00:00,18:43:51,"""CNR5456664""",No Driver Found,"""CID4715517""",Bike,Bhiwadi,Seelampur,8.321474359,28.61575145,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,483.4566474,25.46128613,4.22464455,4.404739336,UPI
2024-06-23 00:00:00,06:59:49,"""CNR4729656""",Completed,"""CID2582691""",Premier Sedan,Tis Hazari,Botanical Garden,8,16.9,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,354,41.21,4.6,4.8,UPI
2024-01-14 00:00:00,20:40:24,"""CNR6652189""",Cancelled by Driver,"""CID6423494""",Bike,Rajiv Chowk,Noida Sector 18,9.2,28.61575145,0,Driver asked to cancel,1,More than permitted people in there,0,Vehicle Breakdown,483.4566474,25.46128613,4.22464455,4.404739336,UPI
2024-05-28 00:00:00,16:31:47,"""CNR2437908""",Completed,"""CID6838450""",Premier Sedan,Arjangarh,IMT Manesar,10.1,24.9,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,184,29.02,3.7,4.1,UPI
2024-12-07 00:00:00,14:19:04,"""CNR5603997""",Completed,"""CID3412071""",Bike,Patel Chowk,Dwarka Mor,5.8,28.3,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,163,13.87,4.6,3,Cash
2024-08-23 00:00:00,12:36:07,"""CNR9904285""",Completed,"""CID1832976""",Go Sedan,Palam Vihar,Huda City Centre,9.9,36.1,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,221,41.05,4.6,4.1,Debit Card
2024-05-08 00:00:00,11:33:08,"""CNR2349802""",Completed,"""CID9824071""",Auto,Indraprastha,IFFCO Chowk,2.6,21.6,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,994,7.78,4.1,4.2,Credit Card
2024-12-16 00:00:00,20:49:44,"""CNR3812162""",Completed,"""CID7474910""",Auto,Panchsheel Park,Botanical Garden,12.3,43.2,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,266,36.27,3.9,4.5,UPI
2024-04-10 00:00:00,08:19:49,"""CNR6718124""",Cancelled by Driver,"""CID1617069""",Go Mini,Bahadurgarh,New Colony,6.3,28.61575145,0,Driver asked to cancel,1,More than permitted people in there,0,Vehicle Breakdown,483.4566474,25.46128613,4.22464455,4.404739336,UPI
2024-05-09 00:00:00,14:28:27,"""CNR6519969""",Cancelled by Driver,"""CID1271357""",Premier Sedan,Huda City Centre,Jor Bagh,6.2,28.61575145,0,Driver asked to cancel,1,The customer was coughing/sick,0,Vehicle Breakdown,483.4566474,25.46128613,4.22464455,4.404739336,UPI
2024-04-01 00:00:00,17:07:27,"""CNR8247998""",No Driver Found,"""CID2775210""",Go Sedan,Khan Market,Subhash Chowk,8.321474359,28.61575145,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,483.4566474,25.46128613,4.22464455,4.404739336,UPI
2024-04-03 00:00:00,12:13:08,"""CNR7880156""",Completed,"""CID9349348""",Bike,Panchsheel Park,Subhash Nagar,10.9,19.6,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,111,16.94,3.9,4.4,Cash
2024-03-25 00:00:00,22:02:52,"""CNR8040531""",Completed,"""CID2273432""",Premier Sedan,Dilshad Garden,Huda City Centre,3.5,28,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,442,38.08,4.6,4.3,UPI
2024-10-13 00:00:00,18:15:34,"""CNR5118917""",Cancelled by Customer,"""CID4154067""",Go Mini,Raj Nagar Extension,Patel Chowk,15,28.61575145,1,Driver is not moving towards pickup location,0,More than permitted people in there,0,Vehicle Breakdown,483.4566474,25.46128613,4.22464455,4.404739336,UPI
2024-08-14 00:00:00,18:23:01,"""CNR5790131""",Completed,"""CID4605629""",Auto,Adarsh Nagar,Welcome,15,24.2,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,169,7.46,4.5,4.1,UPI
2024-02-20 00:00:00,20:45:19,"""CNR8312838""",Completed,"""CID3210950""",Auto,Palam Vihar,Udyog Vihar Phase 4,3.7,23.8,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,98,20.8,4.4,3.7,Debit Card
2024-05-18 00:00:00,10:57:45,"""CNR8307726""",No Driver Found,"""CID5691528""",Premier Sedan,Lajpat Nagar,Udyog Vihar Phase 4,8.321474359,28.61575145,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,483.4566474,25.46128613,4.22464455,4.404739336,UPI
2024-05-06 00:00:00,18:37:16,"""CNR3232014""",Cancelled by Driver,"""CID6616993""",Go Sedan,Golf Course Road,Welcome,5,28.61575145,0,Driver asked to cancel,1,The customer was coughing/sick,0,Vehicle Breakdown,483.4566474,25.46128613,4.22464455,4.404739336,UPI
2024-01-28 00:00:00,11:18:30,"""CNR8002052""",Completed,"""CID4254414""",Auto,Kalkaji,Jahangirpuri,13.7,29,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,1311,8.24,4.2,4.1,UPI
2024-06-27 00:00:00,11:42:26,"""CNR8045058""",Completed,"""CID7712950""",Premier Sedan,New Colony,Dilshad Garden,3.7,34.2,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,805,28.75,3.4,4.2,Uber Wallet
2024-10-22 00:00:00,20:24:45,"""CNR5682531""",Cancelled by Driver,"""CID7080169""",Bike,Subhash Nagar,IMT Manesar,10,28.61575145,0,Driver asked to cancel,1,The customer was coughing/sick,0,Vehicle Breakdown,483.4566474,25.46128613,4.22464455,4.404739336,UPI
2024-03-06 00:00:00,19:05:10,"""CNR5102449""",Cancelled by Customer,"""CID9555252""",Premier Sedan,Ghitorni Village,DLF City Court,5.2,28.61575145,1,Change of plans,0,More than permitted people in there,0,Vehicle Breakdown,483.4566474,25.46128613,4.22464455,4.404739336,UPI
2024-11-09 00:00:00,10:34:45,"""CNR9643938""",No Driver Found,"""CID8686033""",eBike,Noida Film City,Noida Extension,8.321474359,28.61575145,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,483.4566474,25.46128613,4.22464455,4.404739336,UPI
2024-05-30 00:00:00,18:48:18,"""CNR9794903""",No Driver Found,"""CID4483406""",Go Sedan,Seelampur,Cyber Hub,8.321474359,28.61575145,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,483.4566474,25.46128613,4.22464455,4.404739336,UPI
2024-03-02 00:00:00,07:49:39,"""CNR7515601""",Cancelled by Driver,"""CID6549525""",Go Mini,Basai Dhankot,Lok Kalyan Marg,4.7,28.61575145,0,Driver asked to cancel,1,Personal & Car related issues,0,Vehicle Breakdown,483.4566474,25.46128613,4.22464455,4.404739336,UPI
2024-03-06 00:00:00,14:55:28,"""CNR5029264""",Cancelled by Driver,"""CID1832188""",Bike,Ardee City,Kaushambi,6.6,28.61575145,0,Driver asked to cancel,1,Customer related issue,0,Vehicle Breakdown,483.4566474,25.46128613,4.22464455,4.404739336,UPI
2024-02-18 00:00:00,16:41:47,"""CNR6064614""",Completed,"""CID8940207""",Go Mini,Udyog Vihar Phase 4,Ghitorni Village,5.8,35.6,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,396,30.69,3.1,4.6,Uber Wallet
2024-01-09 00:00:00,07:53:31,"""CNR1014333""",Cancelled by Driver,"""CID1321465""",Go Mini,Botanical Garden,Noida Extension,4.6,28.61575145,0,Driver asked to cancel,1,Personal & Car related issues,0,Vehicle Breakdown,483.4566474,25.46128613,4.22464455,4.404739336,UPI
2024-07-24 00:00:00,04:03:30,"""CNR4378110""",Completed,"""CID5808772""",Premier Sedan,Tughlakabad,Sultanpur,3.6,34.2,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,827,9.44,3.9,5,Uber Wallet
2024-08-05 00:00:00,10:32:14,"""CNR6262050""",Completed,"""CID1519615""",Bike,DLF City Court,Golf Course Road,6.6,37,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,269,11.46,3.2,4.8,UPI
2024-12-21 00:00:00,21:43:18,"""CNR3852879""",Completed,"""CID3865550""",Bike,Botanical Garden,Ashok Vihar,6,35.8,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,910,18.67,4.3,4.3,Debit Card
2024-05-13 00:00:00,01:34:22,"""CNR8612043""",Completed,"""CID9079035""",eBike,Sadar Bazar Gurgaon,New Colony,9.3,37.5,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,215,44.66,3.8,4.5,Credit Card
2024-08-13 00:00:00,11:15:42,"""CNR7090590""",Cancelled by Driver,"""CID7765452""",Bike,Chandni Chowk,Uttam Nagar,8.1,28.61575145,0,Driver asked to cancel,1,The customer was coughing/sick,0,Vehicle Breakdown,483.4566474,25.46128613,4.22464455,4.404739336,UPI
2024-03-27 00:00:00,10:35:57,"""CNR9596957""",Completed,"""CID9489055""",Bike,IMT Manesar,Model Town,12.8,28.7,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,613,28.5,4.2,4.4,UPI
2024-09-27 00:00:00,18:10:28,"""CNR3903771""",No Driver Found,"""CID2090352""",Go Sedan,Preet Vihar,Netaji Subhash Place,8.321474359,28.61575145,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,483.4566474,25.46128613,4.22464455,4.404739336,UPI
2024-03-18 00:00:00,07:31:29,"""CNR1411238""",Completed,"""CID1130305""",Auto,Udyog Vihar,Rajiv Nagar,9.1,16.2,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,393,9.39,3.7,4.2,UPI
2024-01-20 00:00:00,14:13:59,"""CNR7088895""",Incomplete,"""CID5439093""",Go Mini,Rithala,New Colony,6.6,22.7,0,Driver asked to cancel,0,More than permitted people in there,1,Vehicle Breakdown,315,19.67,4.22464455,4.404739336,Cash
2024-05-28 00:00:00,11:08:10,"""CNR6374018""",Completed,"""CID9501499""",Go Mini,Satguru Ram Singh Marg,Nehru Place,12,28.1,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,64,45.95,4.6,4.6,Credit Card
2024-06-23 00:00:00,05:07:20,"""CNR1293051""",Cancelled by Customer,"""CID7350062""",eBike,Janakpuri,Bahadurgarh,13.2,28.61575145,1,Change of plans,0,More than permitted people in there,0,Vehicle Breakdown,483.4566474,25.46128613,4.22464455,4.404739336,UPI
2024-02-25 00:00:00,20:59:12,"""CNR4054173""",Cancelled by Driver,"""CID2327200""",Premier Sedan,Dwarka Mor,Paharganj,7.1,28.61575145,0,Driver asked to cancel,1,Customer related issue,0,Vehicle Breakdown,483.4566474,25.46128613,4.22464455,4.404739336,UPI
2024-12-29 00:00:00,16:26:49,"""CNR2377415""",No Driver Found,"""CID4491822""",Bike,Rohini West,Rajiv Chowk,8.321474359,28.61575145,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,483.4566474,25.46128613,4.22464455,4.404739336,UPI
2024-11-04 00:00:00,09:49:01,"""CNR7738075""",Completed,"""CID4932452""",Auto,Greater Kailash,Shastri Park,8.3,33.5,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,229,23.54,3.9,3.3,UPI
2024-09-09 00:00:00,19:51:36,"""CNR7783758""",Completed,"""CID5342012""",Auto,DLF Phase 3,Sikanderpur,11.8,16.5,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,200,37.57,5,4.8,Cash
2024-11-23 00:00:00,23:02:51,"""CNR4013019""",Completed,"""CID9594819""",Bike,Sultanpur,Adarsh Nagar,11.3,17.7,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,417,48.34,4,4.3,Cash
2024-10-31 00:00:00,05:34:45,"""CNR8881470""",Cancelled by Driver,"""CID4932698""",Bike,Adarsh Nagar,India Gate,7.2,28.61575145,0,Driver asked to cancel,1,More than permitted people in there,0,Vehicle Breakdown,483.4566474,25.46128613,4.22464455,4.404739336,UPI
2024-08-21 00:00:00,17:13:31,"""CNR2815251""",Completed,"""CID6116938""",Auto,Malviya Nagar,Okhla,14.9,35.3,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,292,13.21,3.9,4.7,UPI
2024-05-05 00:00:00,21:37:48,"""CNR6067092""",Completed,"""CID7593764""",Premier Sedan,Civil Lines Gurgaon,Ghitorni,11.5,15.1,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,1284,33.16,3.4,4.7,Debit Card
2024-10-06 00:00:00,20:44:06,"""CNR7740942""",Cancelled by Customer,"""CID6210867""",Go Sedan,Punjabi Bagh,Vinobapuri,5.2,28.61575145,1,Change of plans,0,More than permitted people in there,0,Vehicle Breakdown,483.4566474,25.46128613,4.22464455,4.404739336,UPI
2024-05-19 00:00:00,15:23:22,"""CNR4635469""",Completed,"""CID6486028""",Go Mini,Sultanpur,Saket,4.1,21.2,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,791,17.31,3.7,4.7,UPI
2024-07-05 00:00:00,14:23:15,"""CNR9773621""",Completed,"""CID4796051""",Bike,Ghitorni,Ardee City,2,42.2,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,304,37.93,4.3,4.2,Cash
2024-04-05 00:00:00,21:50:51,"""CNR5623982""",Completed,"""CID1867596""",Go Mini,Jor Bagh,Nehru Place,5.9,41.5,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,404,37.4,3.5,4.6,Cash
2024-12-23 00:00:00,17:28:07,"""CNR7255873""",No Driver Found,"""CID7144242""",Go Sedan,Ardee City,Basai Dhankot,8.321474359,28.61575145,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,483.4566474,25.46128613,4.22464455,4.404739336,UPI
2024-06-01 00:00:00,18:53:14,"""CNR9997247""",Completed,"""CID4663643""",Auto,Moolchand,ITO,14,32.7,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,109,28.6,3.4,4.2,Cash
2024-06-15 00:00:00,07:08:01,"""CNR9550265""",Completed,"""CID4241778""",Go Mini,GTB Nagar,Saidulajab,14.7,15.4,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,506,38.66,4.6,5,Cash
2024-01-26 00:00:00,17:10:04,"""CNR2984723""",Completed,"""CID1804405""",eBike,Ardee City,Paharganj,9.5,32,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,150,39.67,4.2,5,Cash
2024-01-29 00:00:00,18:42:24,"""CNR1617944""",Cancelled by Driver,"""CID6098062""",Go Sedan,Raj Nagar Extension,Paschim Vihar,10.6,28.61575145,0,Driver asked to cancel,1,Customer related issue,0,Vehicle Breakdown,483.4566474,25.46128613,4.22464455,4.404739336,UPI
2024-03-12 00:00:00,17:20:08,"""CNR1040980""",Completed,"""CID5571818""",Auto,Narsinghpur,Sikanderpur,13.3,19.5,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,196,42.26,4,4.4,UPI
2024-09-03 00:00:00,12:03:41,"""CNR9355722""",Cancelled by Driver,"""CID7457062""",Go Sedan,Shastri Park,Seelampur,4.5,28.61575145,0,Driver asked to cancel,1,The customer was coughing/sick,0,Vehicle Breakdown,483.4566474,25.46128613,4.22464455,4.404739336,UPI
2024-08-11 00:00:00,04:32:16,"""CNR9745285""",Completed,"""CID9345233""",Auto,South Extension,Tughlakabad,14.8,28.9,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,655,28.14,4.5,4.1,UPI
2024-01-18 00:00:00,22:42:13,"""CNR2190713""",Incomplete,"""CID4844037""",Go Mini,Barakhamba Road,Rohini West,7.9,21.1,0,Driver asked to cancel,0,More than permitted people in there,1,Customer Demand,789,12.12,4.22464455,4.404739336,Cash
2024-05-16 00:00:00,09:57:40,"""CNR8421118""",Completed,"""CID4903185""",Go Sedan,IMT Manesar,Arjangarh,7.9,27.9,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,408,48.57,4.4,4.4,UPI
2024-06-26 00:00:00,09:07:03,"""CNR8515605""",Completed,"""CID2540657""",Go Sedan,Vatika Chowk,RK Puram,12.6,41.5,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,397,30.58,3.8,4.6,UPI
2024-03-30 00:00:00,00:51:55,"""CNR5333516""",Completed,"""CID5665850""",Auto,Nirman Vihar,Rajouri Garden,14.3,37.6,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,1079,18.74,4.7,4,UPI
2024-09-14 00:00:00,07:07:42,"""CNR8297132""",Cancelled by Driver,"""CID9988553""",Go Mini,Vishwavidyalaya,Kherki Daula Toll,4.9,28.61575145,0,Driver asked to cancel,1,More than permitted people in there,0,Vehicle Breakdown,483.4566474,25.46128613,4.22464455,4.404739336,UPI
2024-05-09 00:00:00,19:46:09,"""CNR9164552""",Completed,"""CID8275193""",Go Sedan,IGNOU Road,South Extension,10.7,26.5,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,247,42.88,4.3,4.3,Cash
2024-12-21 00:00:00,10:14:15,"""CNR8485090""",Completed,"""CID5216991""",eBike,Pulbangash,Chanakyapuri,3,44.7,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,150,12.82,3.3,4.6,UPI
2024-08-06 00:00:00,06:23:51,"""CNR3607314""",Completed,"""CID8023764""",Go Sedan,Mandi House,Netaji Subhash Place,14.9,27.2,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,532,18.48,3.7,4.1,UPI
2024-11-14 00:00:00,11:32:54,"""CNR9459818""",No Driver Found,"""CID6307222""",Go Sedan,Hauz Khas,Shahdara,8.321474359,28.61575145,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,483.4566474,25.46128613,4.22464455,4.404739336,UPI
2024-04-16 00:00:00,20:18:56,"""CNR6353083""",Completed,"""CID2779684""",Go Sedan,Delhi Gate,Greater Kailash,5.3,20.2,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,79,9.14,4.3,4.9,Credit Card
2024-03-18 00:00:00,23:04:36,"""CNR4394990""",Completed,"""CID2820306""",Auto,Udyog Vihar,Tughlakabad,6.7,29.4,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,693,3.81,4.3,4.6,UPI
2024-11-21 00:00:00,13:40:36,"""CNR6830353""",Completed,"""CID9470650""",Go Mini,Karkarduma,Connaught Place,6.2,22.7,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,116,26.65,4.3,5,UPI
2024-01-04 00:00:00,21:34:44,"""CNR7853278""",Completed,"""CID5735140""",Premier Sedan,Adarsh Nagar,Chhatarpur,9,42.6,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,822,43.07,4.6,4.6,Cash
2024-06-27 00:00:00,11:15:59,"""CNR7582563""",Incomplete,"""CID3253580""",Bike,Manesar,Aya Nagar,5.7,26.3,0,Driver asked to cancel,0,More than permitted people in there,1,Other Issue,859,10.75,4.22464455,4.404739336,Uber Wallet
2024-05-11 00:00:00,19:53:38,"""CNR3011900""",No Driver Found,"""CID3543348""",Auto,Mundka,Indirapuram,8.321474359,28.61575145,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,483.4566474,25.46128613,4.22464455,4.404739336,UPI
2024-04-01 00:00:00,17:59:11,"""CNR7757647""",Cancelled by Driver,"""CID2322190""",Auto,Vaishali,Palam Vihar,9.8,28.61575145,0,Driver asked to cancel,1,More than permitted people in there,0,Vehicle Breakdown,483.4566474,25.46128613,4.22464455,4.404739336,UPI
2024-03-19 00:00:00,10:51:06,"""CNR2454128""",Cancelled by Driver,"""CID7437817""",Auto,Gwal Pahari,Pragati Maidan,7.9,28.61575145,0,Driver asked to cancel,1,Customer related issue,0,Vehicle Breakdown,483.4566474,25.46128613,4.22464455,4.404739336,UPI
2024-02-28 00:00:00,17:33:05,"""CNR2835469""",Cancelled by Driver,"""CID5414240""",Premier Sedan,INA Market,Anand Vihar ISBT,11.7,28.61575145,0,Driver asked to cancel,1,Customer related issue,0,Vehicle Breakdown,483.4566474,25.46128613,4.22464455,4.404739336,UPI
2024-09-16 00:00:00,07:18:34,"""CNR4660448""",Completed,"""CID4787728""",Go Mini,Old Gurgaon,Shahdara,7.6,21.5,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,1149,19.57,4.4,4.3,Cash
2024-05-16 00:00:00,12:32:45,"""CNR2181948""",Completed,"""CID8304340""",Auto,IGI Airport,Udyog Bhawan,5.8,23,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,213,42.06,4.7,4.6,UPI
2024-08-12 00:00:00,18:32:11,"""CNR3242595""",Completed,"""CID3390496""",Auto,Hauz Khas,India Gate,2.9,28.8,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,135,31.41,4.2,3.8,UPI
2024-11-13 00:00:00,12:56:28,"""CNR5225897""",Completed,"""CID2289109""",eBike,GTB Nagar,Ramesh Nagar,6.7,36.9,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,606,23.03,4.9,4.6,Cash
2024-11-09 00:00:00,18:20:06,"""CNR8485525""",Completed,"""CID3386400""",Go Mini,Panipat,Seelampur,10.8,21.5,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,1167,19.91,4.2,5,Cash
2024-05-27 00:00:00,01:53:17,"""CNR6591899""",Completed,"""CID7709961""",Premier Sedan,Kirti Nagar,Botanical Garden,8.7,19.8,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,341,34.89,4.6,4.9,Uber Wallet
2024-11-11 00:00:00,17:30:52,"""CNR1918185""",Completed,"""CID3329113""",Bike,IMT Manesar,Subhash Nagar,8.1,20.2,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,693,49.23,4.5,4.7,Credit Card
2024-01-26 00:00:00,07:33:52,"""CNR6083000""",Completed,"""CID6880325""",eBike,Mansarovar Park,Malviya Nagar,12.1,15.2,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,327,3.18,4.3,4.6,UPI
2024-08-31 00:00:00,16:42:51,"""CNR4409680""",Completed,"""CID7806785""",Auto,Udyog Bhawan,Chandni Chowk,12.2,25,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,268,12.76,4.3,4.5,UPI
2024-11-09 00:00:00,13:59:49,"""CNR8888446""",Completed,"""CID4564685""",Go Mini,Keshav Puram,Uttam Nagar,13.9,31.8,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,187,20.3,4.3,4.2,Cash
2024-08-29 00:00:00,16:42:54,"""CNR8702299""",Incomplete,"""CID3726780""",Auto,Lajpat Nagar,Pitampura,4.8,28,0,Driver asked to cancel,0,More than permitted people in there,1,Other Issue,112,4.6,4.22464455,4.404739336,UPI
2024-10-16 00:00:00,16:18:19,"""CNR1347218""",Completed,"""CID2714982""",Go Mini,Indirapuram,Satguru Ram Singh Marg,2.3,15.3,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,536,23.28,3.3,5,Credit Card
2024-09-22 00:00:00,17:48:08,"""CNR8751630""",Cancelled by Driver,"""CID6701309""",Bike,Noida Sector 18,Green Park,10,28.61575145,0,Driver asked to cancel,1,More than permitted people in there,0,Vehicle Breakdown,483.4566474,25.46128613,4.22464455,4.404739336,UPI
2024-08-21 00:00:00,18:34:11,"""CNR3359078""",Completed,"""CID9059706""",Go Mini,New Delhi Railway Station,Gurgaon Sector 56,2.2,16.5,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,820,36.23,3.7,4.6,Cash
2024-08-14 00:00:00,10:31:23,"""CNR9492527""",Completed,"""CID9116359""",Go Mini,Central Secretariat,Cyber Hub,10.3,16.9,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,191,24.2,4.6,4.7,Credit Card
2024-08-23 00:00:00,14:25:42,"""CNR4639859""",Completed,"""CID4052856""",Bike,Saket A Block,Adarsh Nagar,13,16.2,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,329,8.28,4.5,5,Debit Card
2024-06-30 00:00:00,20:54:05,"""CNR9095375""",Completed,"""CID3382507""",eBike,Badarpur,Jama Masjid,8.9,30.1,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,456,29.75,3.7,4.2,UPI
2024-10-19 00:00:00,11:18:50,"""CNR4374938""",Completed,"""CID6260372""",Go Sedan,Gurgaon Sector 56,Sohna Road,6.1,25.5,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,137,43.55,4.3,4.9,UPI
2024-08-04 00:00:00,17:59:09,"""CNR9848189""",Cancelled by Customer,"""CID4174741""",Premier Sedan,Jhilmil,Badarpur,5.8,28.61575145,1,Driver is not moving towards pickup location,0,More than permitted people in there,0,Vehicle Breakdown,483.4566474,25.46128613,4.22464455,4.404739336,UPI
2024-08-02 00:00:00,18:19:05,"""CNR8659466""",Completed,"""CID9420538""",Go Mini,Palam Vihar,Karol Bagh,12.3,27.2,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,959,9.54,3.7,3.3,UPI
2024-07-23 00:00:00,13:06:27,"""CNR8715264""",Cancelled by Customer,"""CID8960211""",Auto,Indirapuram,Karol Bagh,11.3,28.61575145,1,Driver is not moving towards pickup location,0,More than permitted people in there,0,Vehicle Breakdown,483.4566474,25.46128613,4.22464455,4.404739336,UPI
2024-01-08 00:00:00,21:50:27,"""CNR9935747""",No Driver Found,"""CID6375103""",Go Mini,Pragati Maidan,Gwal Pahari,8.321474359,28.61575145,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,483.4566474,25.46128613,4.22464455,4.404739336,UPI
2024-10-02 00:00:00,08:48:26,"""CNR8685135""",Completed,"""CID2643458""",Auto,Panipat,Narsinghpur,7.1,31.9,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,55,15.62,4.4,4.2,Cash
